Surname,First name,Institution,Department,Email address,State,Started on,Completed,Time taken,Grade/9.00,Q. 1 /1.00,Q. 2 /1.00,Q. 3 /1.00,Q. 4 /1.00,Q. 5 /1.00,Q. 6 /1.00,Q. 7 /1.00,Q. 8 /1.00,Q. 9 /1.00
Depriest,Emily,NA,NA,emily.dep_049@example.com,Finished,1 March 2021  9:23 AM,1 March 2021  9:24 AM,49 secs,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
el-Jamal,Joseph,NA,NA,joseph.el_024@example.com,Finished,1 March 2021  9:24 AM,1 March 2021  9:32 AM,7 mins 34 secs,6.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00
Shen,Zackieus,NA,NA,zackieus.she_181@example.com,In progress,1 March 2021  9:25 AM,-,-,-,-,-,-,-,-,-,-,-,-
Maldonado,Dustin,NA,NA,dustin.mal_204@example.com,In progress,1 March 2021  9:26 AM,-,-,-,-,-,-,-,-,-,-,-,-
Bunch,Natalie,NA,NA,natalie.bun_272@example.com,Finished,1 March 2021  9:30 AM,1 March 2021  9:56 AM,26 mins 26 secs,7.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00
Shafi,Jaelyn,NA,NA,jaelyn.sha_136@example.com,In progress,1 March 2021  9:30 AM,-,-,-,-,-,-,-,-,-,-,-,-
Greenlee,Nazmiyya,NA,NA,nazmiyya.gre_011@example.com,Finished,1 March 2021  9:30 AM,1 March 2021  9:46 AM,15 mins 12 secs,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
al-Aman,Gurinder,NA,NA,gurinder.al_221@example.com,Finished,1 March 2021  9:31 AM,1 March 2021  9:37 AM,6 mins 4 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Su,Dhaki,NA,NA,dhaki.su_178@example.com,Finished,1 March 2021  9:32 AM,1 March 2021  9:37 AM,5 mins 15 secs,6.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Murphy,Jawhara,NA,NA,jawhara.mur_105@example.com,Finished,1 March 2021  9:33 AM,1 March 2021  9:40 AM,7 mins 23 secs,6.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00
el-Jamal,Joseph,NA,NA,joseph.el_024@example.com,Finished,1 March 2021  9:33 AM,1 March 2021  9:51 AM,18 mins 36 secs,7.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00
London,Ameena,NA,NA,ameena.lon_254@example.com,Finished,1 March 2021  9:33 AM,1 March 2021  9:40 AM,6 mins 55 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Mondragon,Kala,NA,NA,kala.mon_092@example.com,Finished,1 March 2021  9:33 AM,1 March 2021  9:44 AM,11 mins 2 secs,7.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
Brewster,Roman,NA,NA,roman.bre_202@example.com,Finished,1 March 2021  9:33 AM,1 March 2021  9:35 AM,1 min 38 secs,4.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
Bison,Dau,NA,NA,dau.bis_131@example.com,Finished,1 March 2021  9:34 AM,1 March 2021  9:43 AM,9 mins 13 secs,7.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Martinez,Colin,NA,NA,colin.mar_057@example.com,Finished,1 March 2021  9:34 AM,1 March 2021  9:45 AM,10 mins 57 secs,4.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00
al-Abbasi,Teresa,NA,NA,teresa.al_274@example.com,Finished,1 March 2021  9:34 AM,1 March 2021  9:40 AM,5 mins 20 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Buck,Najlaa,NA,NA,najlaa.buc_146@example.com,Finished,1 March 2021  9:34 AM,1 March 2021  9:39 AM,4 mins 48 secs,4.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
Bell,Nathan,NA,NA,nathan.bel_241@example.com,Finished,1 March 2021  9:37 AM,1 March 2021  9:38 AM,1 min 12 secs,4.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
al-Abdou,Brittany,NA,NA,brittany.al_267@example.com,Finished,1 March 2021  9:38 AM,1 March 2021  9:41 AM,3 mins 41 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Connelly,Taamir,NA,NA,taamir.con_077@example.com,Finished,1 March 2021  9:38 AM,1 March 2021  10:01 AM,23 mins 2 secs,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Williams,Chierika,NA,NA,chierika.wil_110@example.com,Finished,1 March 2021  9:38 AM,1 March 2021  9:54 AM,15 mins 44 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Buck,Najlaa,NA,NA,najlaa.buc_146@example.com,Finished,1 March 2021  9:39 AM,1 March 2021  9:52 AM,13 mins 5 secs,6.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00
Ton,Anyssa,NA,NA,anyssa.ton_084@example.com,Finished,1 March 2021  9:40 AM,1 March 2021  9:46 AM,6 mins 7 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Pham,Kali,NA,NA,kali.pha_232@example.com,Finished,1 March 2021  9:40 AM,1 March 2021  12:41 PM,3 hours,7.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00
Vermillion,Austin,NA,NA,austin.ver_029@example.com,Finished,1 March 2021  9:41 AM,1 March 2021  9:45 AM,4 mins 15 secs,7.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00
Masters,Elena,NA,NA,elena.mas_014@example.com,Finished,1 March 2021  9:41 AM,1 March 2021  9:50 AM,8 mins 19 secs,4.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
Miller,Brandon,NA,NA,brandon.mil_108@example.com,Finished,1 March 2021  9:42 AM,1 March 2021  9:48 AM,5 mins 36 secs,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Adams,Laila,NA,NA,laila.ada_170@example.com,In progress,1 March 2021  9:42 AM,-,-,-,-,-,-,-,-,-,-,-,-
Witthohn,Richard,NA,NA,richard.wit_236@example.com,In progress,1 March 2021  9:42 AM,-,-,-,-,-,-,-,-,-,-,-,-
Gonzalez,Iyonna,NA,NA,iyonna.gon_081@example.com,Finished,1 March 2021  9:43 AM,1 March 2021  9:50 AM,7 mins 20 secs,4.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00
Bison,Dau,NA,NA,dau.bis_131@example.com,Finished,1 March 2021  9:43 AM,1 March 2021  9:48 AM,4 mins 54 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00
el-Ishmael,Taiseer,NA,NA,taiseer.el_161@example.com,Finished,1 March 2021  9:44 AM,1 March 2021  9:51 AM,7 mins 22 secs,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
Mondragon,Kala,NA,NA,kala.mon_092@example.com,Finished,1 March 2021  9:45 AM,1 March 2021  9:49 AM,4 mins 8 secs,8.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00
Hall,Qamraaa,NA,NA,qamraaa.hal_155@example.com,Finished,1 March 2021  9:45 AM,1 March 2021  9:48 AM,2 mins 30 secs,3.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Vang,Dominic,NA,NA,dominic.van_231@example.com,Finished,1 March 2021  9:46 AM,1 March 2021  9:53 AM,7 mins 31 secs,0.00,0.00,-,-,-,-,-,-,-,-
Hernandez,Branden,NA,NA,branden.her_164@example.com,Finished,1 March 2021  9:47 AM,1 March 2021  9:57 AM,10 mins 22 secs,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
Toussaint,Deisha,NA,NA,deisha.tou_005@example.com,In progress,1 March 2021  9:47 AM,-,-,-,-,-,-,-,-,-,-,-,-
Miller,Brandon,NA,NA,brandon.mil_108@example.com,In progress,1 March 2021  9:48 AM,-,-,-,-,-,-,-,-,-,-,-,-
Leyba,Zane,NA,NA,zane.ley_097@example.com,Finished,1 March 2021  9:48 AM,1 March 2021  9:54 AM,5 mins 55 secs,8.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00
Hume,Dominique,NA,NA,dominique.hum_002@example.com,Finished,1 March 2021  9:48 AM,1 March 2021  9:49 AM,48 secs,7.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Dobey,Lauren,NA,NA,lauren.dob_063@example.com,Finished,1 March 2021  9:49 AM,1 March 2021  9:59 AM,9 mins 30 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Rupe,Brittney,NA,NA,brittney.rup_169@example.com,Finished,1 March 2021  9:49 AM,1 March 2021  9:52 AM,2 mins 55 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Greeley,Aaron,NA,NA,aaron.gre_208@example.com,Finished,1 March 2021  9:49 AM,1 March 2021  9:58 AM,8 mins 38 secs,6.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00
Mondragon,Kala,NA,NA,kala.mon_092@example.com,Finished,1 March 2021  9:49 AM,1 March 2021  9:52 AM,2 mins 22 secs,6.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00
Arellano,Karen,NA,NA,karen.are_078@example.com,Finished,1 March 2021  9:50 AM,1 March 2021  9:53 AM,2 mins 56 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Cook,Tanner,NA,NA,tanner.coo_230@example.com,Finished,1 March 2021  9:50 AM,1 March 2021  9:58 AM,7 mins 25 secs,3.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
Gutierrez Quezada,John,NA,NA,john.gut_102@example.com,Finished,1 March 2021  9:51 AM,1 March 2021  9:55 AM,4 mins 15 secs,5.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
Barnes,Lourdes,NA,NA,lourdes.bar_167@example.com,Finished,1 March 2021  9:51 AM,1 March 2021  9:54 AM,2 mins 34 secs,4.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00
Vang,Dominic,NA,NA,dominic.van_231@example.com,Finished,1 March 2021  9:53 AM,1 March 2021  10:05 AM,11 mins 32 secs,5.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00
Rupe,Brittney,NA,NA,brittney.rup_169@example.com,Finished,1 March 2021  9:54 AM,1 March 2021  9:59 AM,4 mins 50 secs,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
Bonser,Julius,NA,NA,julius.bon_089@example.com,Finished,1 March 2021  9:54 AM,1 March 2021  11:45 AM,1 hour 51 mins,8.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
Daigle,Donald,NA,NA,donald.dai_163@example.com,Finished,1 March 2021  9:54 AM,2 March 2021  1:18 AM,15 hours 24 mins,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Swick,Alexandria,NA,NA,alexandria.swi_183@example.com,Finished,1 March 2021  9:54 AM,1 March 2021  9:59 AM,4 mins 20 secs,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
Padua,Alfred,NA,NA,alfred.pad_238@example.com,Finished,1 March 2021  9:55 AM,1 March 2021  9:59 AM,4 mins 4 secs,4.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Yazzie,Raylene,NA,NA,raylene.yaz_258@example.com,Finished,1 March 2021  9:55 AM,1 March 2021  9:58 AM,3 mins 13 secs,6.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00
Ramos,Joseph,NA,NA,joseph.ram_225@example.com,Finished,1 March 2021  9:55 AM,1 March 2021  10:00 AM,4 mins 46 secs,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
Perez,Christine,NA,NA,christine.per_137@example.com,Finished,1 March 2021  9:58 AM,1 March 2021  10:37 AM,38 mins 55 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Dickhausen,Hunter,NA,NA,hunter.dic_132@example.com,Finished,1 March 2021  9:58 AM,1 March 2021  9:59 AM,24 secs,2.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Chhetry,Clayton,NA,NA,clayton.chh_228@example.com,Finished,1 March 2021  9:59 AM,1 March 2021  10:00 AM,25 secs,5.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
Awtrey,Kathryn,NA,NA,kathryn.awt_069@example.com,Finished,1 March 2021  10:01 AM,1 March 2021  10:07 AM,6 mins 20 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Swick,Alexandria,NA,NA,alexandria.swi_183@example.com,Finished,1 March 2021  10:02 AM,1 March 2021  10:05 AM,3 mins 3 secs,7.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00
Pritchard,Amanda,NA,NA,amanda.pri_028@example.com,Finished,1 March 2021  10:02 AM,1 March 2021  11:31 AM,1 hour 28 mins,6.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00
Cutshaw,Michael,NA,NA,michael.cut_032@example.com,Finished,1 March 2021  10:02 AM,1 March 2021  10:34 AM,31 mins 22 secs,4.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00
Beyale,Zayyaan,NA,NA,zayyaan.bey_234@example.com,Finished,1 March 2021  10:06 AM,1 March 2021  10:10 AM,4 mins,6.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00
Vang,Dominic,NA,NA,dominic.van_231@example.com,Finished,1 March 2021  10:06 AM,1 March 2021  10:07 AM,54 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Washington,Jocelyn,NA,NA,jocelyn.was_068@example.com,Finished,1 March 2021  10:08 AM,1 March 2021  10:09 AM,59 secs,0.00,0.00,-,-,-,-,-,-,-,-
Washington,Jocelyn,NA,NA,jocelyn.was_068@example.com,Finished,1 March 2021  10:10 AM,1 March 2021  10:13 AM,2 mins 40 secs,8.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Beyale,Zayyaan,NA,NA,zayyaan.bey_234@example.com,Finished,1 March 2021  10:10 AM,1 March 2021  10:11 AM,56 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Washington,Jocelyn,NA,NA,jocelyn.was_068@example.com,Finished,1 March 2021  10:13 AM,1 March 2021  10:14 AM,32 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Aragon,Amanda,NA,NA,amanda.ara_189@example.com,In progress,1 March 2021  10:13 AM,-,-,-,-,-,-,-,-,-,-,-,-
Kiatoukaysi,Conner,NA,NA,conner.kia_126@example.com,Finished,1 March 2021  10:31 AM,1 March 2021  10:34 AM,2 mins 37 secs,2.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
Kiatoukaysi,Conner,NA,NA,conner.kia_126@example.com,Finished,1 March 2021  10:34 AM,1 March 2021  10:35 AM,47 secs,8.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00
Kiatoukaysi,Conner,NA,NA,conner.kia_126@example.com,Finished,1 March 2021  10:35 AM,1 March 2021  10:36 AM,29 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Ramsey-White,Ashton,NA,NA,ashton.ram_152@example.com,Finished,1 March 2021  11:11 AM,1 March 2021  11:18 AM,6 mins 21 secs,3.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
Martin,Adriana,NA,NA,adriana.mar_240@example.com,Finished,1 March 2021  11:14 AM,1 March 2021  11:41 AM,26 mins 55 secs,7.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00
Mason,"Ma,Roof",NA,NA,"ma,roof.mas_171@example.com",In progress,1 March 2021  11:26 AM,-,-,-,-,-,-,-,-,-,-,-,-
Ramsey-White,Ashton,NA,NA,ashton.ram_152@example.com,Finished,1 March 2021  11:28 AM,1 March 2021  11:29 AM,41 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
el-Jamal,Joseph,NA,NA,joseph.el_024@example.com,Finished,1 March 2021  11:33 AM,1 March 2021  11:34 AM,1 min 47 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Pritchard,Amanda,NA,NA,amanda.pri_028@example.com,Finished,1 March 2021  11:33 AM,1 March 2021  11:46 AM,12 mins 22 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
el-Safi,Carlos,NA,NA,carlos.el_100@example.com,Finished,1 March 2021  11:36 AM,1 March 2021  11:40 AM,3 mins 55 secs,6.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00
el-Safi,Carlos,NA,NA,carlos.el_100@example.com,Finished,1 March 2021  11:41 AM,1 March 2021  11:42 AM,1 min 33 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Aydin,Tyler,NA,NA,tyler.al_192@example.com,Finished,1 March 2021  11:44 AM,1 March 2021  11:45 AM,49 secs,7.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00
Marsh,Ariel,NA,NA,ariel.mar_088@example.com,Finished,1 March 2021  11:45 AM,1 March 2021  11:46 AM,1 min 3 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Bonser,Julius,NA,NA,julius.bon_089@example.com,Finished,1 March 2021  11:45 AM,1 March 2021  12:00 PM,14 mins 35 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Aydin,Tyler,NA,NA,tyler.al_192@example.com,Finished,1 March 2021  11:47 AM,1 March 2021  11:48 AM,1 min 16 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Valdez,Scott,NA,NA,scott.val_064@example.com,Finished,1 March 2021  11:54 AM,1 March 2021  11:58 AM,3 mins 58 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Yohannes,Daniel,NA,NA,daniel.yoh_249@example.com,Finished,1 March 2021  12:06 PM,1 March 2021  12:25 PM,18 mins 52 secs,7.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00
Xiong,Saqib,NA,NA,saqib.xio_142@example.com,Finished,1 March 2021  12:08 PM,1 March 2021  12:37 PM,28 mins 13 secs,4.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00
Stickels,Vincenzo,NA,NA,vincenzo.sti_280@example.com,Finished,1 March 2021  12:15 PM,1 March 2021  12:32 PM,17 mins 26 secs,5.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00
Ellison,Connor,NA,NA,connor.ell_151@example.com,Finished,1 March 2021  12:23 PM,1 March 2021  12:31 PM,8 mins 17 secs,7.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
Villafana,Raabiya,NA,NA,raabiya.vil_056@example.com,Finished,1 March 2021  12:26 PM,1 March 2021  12:36 PM,10 mins 13 secs,5.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
Yohannes,Daniel,NA,NA,daniel.yoh_249@example.com,Finished,1 March 2021  12:31 PM,1 March 2021  12:33 PM,1 min 33 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Ellison,Connor,NA,NA,connor.ell_151@example.com,Finished,1 March 2021  12:32 PM,1 March 2021  12:33 PM,1 min 3 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Stickels,Vincenzo,NA,NA,vincenzo.sti_280@example.com,Finished,1 March 2021  12:33 PM,1 March 2021  12:39 PM,5 mins 52 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Xiong,Saqib,NA,NA,saqib.xio_142@example.com,Finished,1 March 2021  12:39 PM,1 March 2021  12:40 PM,1 min 8 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Colten,Kevin,NA,NA,kevin.col_210@example.com,Finished,1 March 2021  12:46 PM,1 March 2021  12:51 PM,5 mins 27 secs,8.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
al-Hamady,December,NA,NA,december.al_006@example.com,Finished,1 March 2021  12:49 PM,1 March 2021  12:56 PM,6 mins 55 secs,6.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Colten,Kevin,NA,NA,kevin.col_210@example.com,Finished,1 March 2021  12:52 PM,1 March 2021  12:53 PM,36 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
el-Odeh,Terry,NA,NA,terry.el_187@example.com,Finished,1 March 2021  12:54 PM,1 March 2021  12:58 PM,4 mins 28 secs,6.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00
Najar Madera,Aspen,NA,NA,aspen.naj_177@example.com,Finished,1 March 2021  12:59 PM,1 March 2021  1:25 PM,26 mins,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
el-Odeh,Terry,NA,NA,terry.el_187@example.com,Finished,1 March 2021  12:59 PM,1 March 2021  1:00 PM,38 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Martinez,Colin,NA,NA,colin.mar_057@example.com,Finished,1 March 2021  1:58 PM,1 March 2021  2:02 PM,4 mins 18 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Casas,Sidqi,NA,NA,sidqi.cas_186@example.com,Finished,1 March 2021  2:12 PM,1 March 2021  2:27 PM,15 mins 12 secs,6.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00
Casas,Sidqi,NA,NA,sidqi.cas_186@example.com,Finished,1 March 2021  2:27 PM,1 March 2021  2:33 PM,5 mins 16 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Goldman,Faun,NA,NA,faun.gol_179@example.com,Finished,1 March 2021  2:30 PM,1 March 2021  2:36 PM,5 mins 47 secs,5.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00
Cutshaw,Michael,NA,NA,michael.cut_032@example.com,Finished,1 March 2021  2:45 PM,1 March 2021  2:48 PM,2 mins 54 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Hughes,Davena,NA,NA,davena.hug_054@example.com,Finished,1 March 2021  2:52 PM,1 March 2021  3:10 PM,17 mins 27 secs,8.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Pham,Kali,NA,NA,kali.pha_232@example.com,Finished,1 March 2021  3:28 PM,1 March 2021  3:30 PM,1 min 39 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
el-Miah,Austin,NA,NA,austin.el_040@example.com,In progress,1 March 2021  3:32 PM,-,-,-,-,-,-,-,-,-,-,-,-
Orozco,Alexis,NA,NA,alexis.oro_270@example.com,Finished,1 March 2021  3:33 PM,2 March 2021  12:41 AM,9 hours 7 mins,5.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00
Cervantes,Celina,NA,NA,celina.cer_007@example.com,Finished,1 March 2021  3:37 PM,1 March 2021  3:54 PM,17 mins 1 sec,7.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00
Masters,Elena,NA,NA,elena.mas_014@example.com,Finished,1 March 2021  3:38 PM,1 March 2021  3:50 PM,12 mins 16 secs,4.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00
Barbour,Julian,NA,NA,julian.bar_253@example.com,Finished,1 March 2021  3:39 PM,1 March 2021  3:51 PM,12 mins 3 secs,6.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00
Wilson,Puspa,NA,NA,puspa.wil_133@example.com,Finished,1 March 2021  3:39 PM,1 March 2021  3:40 PM,44 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Asebedo,Kristin,NA,NA,kristin.ase_067@example.com,Finished,1 March 2021  3:40 PM,1 March 2021  3:41 PM,1 min 11 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Shinault,Abdur Rahmaan,NA,NA,abdur rahmaan.shi_201@example.com,Finished,1 March 2021  3:41 PM,1 March 2021  3:51 PM,9 mins 59 secs,3.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
el-Taha,Joshua,NA,NA,joshua.el_025@example.com,In progress,1 March 2021  3:42 PM,-,-,-,-,-,-,-,-,-,-,-,-
al-Odeh,Muthanna,NA,NA,muthanna.al_222@example.com,Finished,1 March 2021  3:42 PM,1 March 2021  3:52 PM,9 mins 42 secs,5.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00
Aguilar,Haaniya,NA,NA,haaniya.agu_206@example.com,Finished,1 March 2021  3:43 PM,1 March 2021  3:47 PM,3 mins 29 secs,5.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00
Aguilar,Haaniya,NA,NA,haaniya.agu_206@example.com,Finished,1 March 2021  3:49 PM,1 March 2021  3:51 PM,1 min 19 secs,9.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Bunch,Natalie,NA,NA,natalie.bun_272@example.com,In progress,1 March 2021  3:50 PM,-,-,-,-,-,-,-,-,-,-,-,-
Shinault,Abdur Rahmaan,NA,NA,abdur rahmaan.shi_201@example.com,Finished,1 March 2021  3:51 PM,1 March 2021  3:52 PM,1 min 6 secs,7.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00
el-Vaziri,Ladonna,NA,NA,ladonna.el_242@example.com,Finished,1 March 2021  4:29 PM,1 March 2021  4:36 PM,7 mins 35 secs,7.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00
Garner,Brian,NA,NA,brian.gar_125@example.com,Finished,1 March 2021  4:59 PM,1 March 2021  5:11 PM,11 mins 21 secs,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Garner,Brian,NA,NA,brian.gar_125@example.com,In progress,1 March 2021  5:16 PM,-,-,-,-,-,-,-,-,-,-,-,-
Sorenson,Alexander,NA,NA,alexander.sor_226@example.com,Finished,1 March 2021  5:27 PM,1 March 2021  5:35 PM,7 mins 53 secs,7.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00
Pena,Calley,NA,NA,calley.pen_200@example.com,Finished,1 March 2021  6:49 PM,1 March 2021  7:32 PM,43 mins 37 secs,6.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00
Smith,Aalyah,NA,NA,aalyah.smi_099@example.com,Finished,1 March 2021  7:31 PM,1 March 2021  8:18 PM,46 mins 37 secs,5.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00
al-Odeh,Muthanna,NA,NA,muthanna.al_222@example.com,Finished,1 March 2021  7:33 PM,1 March 2021  7:33 PM,13 secs,1.00,1.00,0.00,-,-,-,-,-,-,-
